order_id,payment_sequential,payment_type,payment_installments,payment_value
7be91eab3dac2edd89fc7f519e1649f5,1,credit_card,1,133.62
da7b8d3f7de2b64a8d4f6d59b36159a7,1,credit_card,3,88.72
80d49171762a51f500bf6b774aa24617,1,credit_card,1,2787.87
253c8653b64a17c18b729399e14c42cb,1,credit_card,3,595.3
41d5636cfaa3b8436beab84388cf73d0,1,credit_card,1,171.69
edf5259d2b67344bab205bdd705eb9f8,1,credit_card,4,113.16
6a78b3062a561085f98b76a5a0eea516,1,credit_card,4,92.62
1764b7f40d0e7f04994494ffabf34ecc,1,credit_card,2,52.1
3f6484ca65eed5c701aa5e348623537f,1,boleto,1,157.78
a476fb0537849039cb122034488f8ee4,1,voucher,1,41.0
5e1a8017512badbdf543b509991dba6d,1,credit_card,4,235.28
bb953a084ab406da9e19dfdc06df0245,1,credit_card,1,65.34
8e084e8efad16f27d7f26e71af985ce2,1,credit_card,8,181.4
b18478bbf9b2283e3d12452f69fd9ce2,2,credit_card,1,79.92
d00e79f339bb76a1b6dbcc8cb41934e7,1,credit_card,10,113.44
52267d8c7f4a0227294efd0ef23fcefb,1,credit_card,1,37.68
b4059555399120834bc8cf54a84bc6c8,1,credit_card,1,26.77
6a4b27f33e33875ed99945d3e271698e,1,credit_card,7,372.27
6a978028a892efba783a6f3be848c512,1,credit_card,1,154.72
2c6e3395e4f4716fc4d23742912ff80d,1,credit_card,8,504.35
9c7bac99c8e380b1c915cdba1ff29e65,1,credit_card,1,90.92
d181dfce5d8355bc51c2370c6910d4bc,1,credit_card,10,497.62
da25492a616ea75359094ce9180d2691,1,credit_card,2,188.8
a8bea4f26eec48abe4e6fb0e6a35f7ea,1,credit_card,1,188.73
06b2c7035561ef12b16045ef4bf459e2,1,credit_card,6,68.02
520ea64853a832e3e2fe0ff5d6f44667,1,debit_card,1,119.8
1516bc58e1b5b8020aa6595d2e27e858,1,credit_card,1,506.17
3ca6693c62bcb94cf84a1c9f89191483,1,credit_card,10,204.53
09fd9b0402ed675bbd1ee1e81171ac7c,2,voucher,1,43.98
4f1948db278b553e701c7930ee85cb8a,1,credit_card,2,105.52
64d7ed1c4e843c97738d861140943a73,1,credit_card,1,188.5
3ba5d830ea579cb8687862a83f5b47df,1,boleto,1,141.48
7cf3887824504a66be11bf1bab9fca46,1,credit_card,10,817.15
d4483d3fe5bb19cb4dcfe5d9a0bd4604,1,credit_card,1,254.45
ef3845484f82e3b6eed4a579e3c1063d,1,boleto,1,143.5
97bcc96998b24fe6ee7cec4ae04001df,1,credit_card,1,45.09
42179e8f527c0f76eec0b2a37a284f4d,1,boleto,1,101.92
8280bddb9636fd420fecbd96c5b0c877,1,boleto,1,77.57
cb6788e2b64ab1ddde45555de93c809f,1,credit_card,5,248.85
5fe9874b96028c851e35c1c28aede4c2,1,credit_card,3,167.77
1f59870d6111d909e3c3f511d4d6dfe2,1,credit_card,1,35.34
b09b18fbceead5d238576060df8d45cc,1,credit_card,2,90.45
7a43bbe9766ce937332b6f9dcba36715,1,boleto,1,52.38
fad93ddceb5b210f71589b1e9258a110,1,boleto,1,102.78
09b9b2b8758ca1fd4a9bcd3f2af6fb10,1,credit_card,8,197.63
38b80ac02e3ce34b306483fc57a33bc5,1,boleto,1,35.86
69644a0087c6fefeb4f90eeadc03e80e,1,credit_card,3,99.58
d1ccec3180d63d8bfd37f65d34f07da5,1,credit_card,2,27.67
444ebbf5602b5acdad22e0b4a9951bda,1,credit_card,3,372.72
c7e1e46af92704b1c2e1924de96e7479,1,credit_card,2,132.64
db7374d1f9c8965e0fbbc1fd1cc916fe,1,boleto,1,112.98
1fb3e3b50c0686e0c491b0c17249d2d8,1,credit_card,4,46.13
c6c17394464f987209982d3f1423f068,1,credit_card,10,139.8
425de35c38a6fbe5030783d1ebf2b93f,1,credit_card,1,278.11
509952a95c250007c345b4b929663dc6,1,credit_card,6,136.91
0cafd6a7576a6aae0f891008a87f1546,1,credit_card,1,10.9
3b56cbdbdb60dd5d1da927732b03b24e,1,credit_card,4,93.5
8fc207e94fa91a7649c5a5dab690272a,1,credit_card,5,135.51
c58376e6393aab97f2ce125e6628b6de,1,credit_card,2,91.42
b973e51d5b8172ede592b1378db59175,1,credit_card,3,105.57
099b01b8cc6b861aa593247b2f7e0b7b,1,credit_card,8,169.0
43070b94b6d741a764e8e1ba4a2ea91d,1,credit_card,10,1310.95
2ac00a6a0a00ee7f8e2b235f8e361006,1,credit_card,3,122.92
ccb3e2fc8477b6fd3e3edf0dad0211b6,1,credit_card,4,235.12
087c44ddc65697d4a3a2af9234c5a22b,1,credit_card,1,66.25
323d6a7119864c4c95a2a27b45e89b6c,1,credit_card,1,38.68
cdddbaf91f8abd761e51c7d5f035695b,1,credit_card,10,254.04
7942fdd6290ee4b2946bb066287bc91d,1,credit_card,10,139.62
89a854a74c3f34399207674b686299b0,1,credit_card,2,161.9
d6e86df5b1614d493da54c4c87ce7f2d,2,voucher,1,163.58
fc66798245e4d173bcc7eb36eb72a278,1,credit_card,2,179.22
3f61fdc385ace6c39912703194992ad7,1,boleto,1,169.48
8febb29840d98fdfb4f00b2b26e4000c,1,credit_card,4,44.24
778d960ed98fe278fca42ee20d002b1f,1,boleto,1,64.03
905a97a2114f9c1e549b9f76fb5a8429,1,credit_card,10,908.43
39f95a00d83145b299d7b0aeddccd24f,1,credit_card,1,58.6
7d7a6cf235917cb4b46fdce40d607758,1,credit_card,2,120.4
20a1537691864a0ec56e69c40ec2ae95,1,credit_card,2,243.62
e2c0db58acdbd422711f241243fc726d,1,boleto,1,52.77
f84ce87db546331194264e91b87fe84d,1,credit_card,6,118.7
d1846363415db8171f834ad2c5ad25d3,1,credit_card,1,48.21
e547c4009f2792489ad11ee1d89d13de,1,credit_card,4,45.09
0c31953b008c5e98882d436f4298cde0,1,credit_card,4,108.3
fdbaa530778c33afe4b7762457bd8204,1,credit_card,2,75.65
8a1af4b10efdc90daa0fbd611fee2420,1,credit_card,1,43.62
578daeebdebcc19bd2dcba1f6b06b3ce,1,credit_card,10,108.3
a427db09dd194740f13a3a2c7bcf38bc,2,credit_card,1,69.0
5f2dab3e956c0fd71c9df923c30faf33,1,credit_card,3,34.75
6c6035b5c538935be5381cff46351355,1,credit_card,1,32.69
0eeaf3619d35e90b2430da57d351dd01,1,credit_card,4,147.78
2f5124f516a7f5e4095ef4325d67c511,1,boleto,1,135.46
a9eec1b45478f7ed063439b8f7506807,1,credit_card,1,46.13
15faad2f4dd5cdf1bceb9b8fac8f137a,1,credit_card,1,202.16
989788f1c17a087572e29eb4fc130983,1,credit_card,10,103.11
89fe5e16d119e60870f0e2040c548094,1,boleto,1,36.38
375e959b0c2a17fef2be1bdaa03fa1b6,1,credit_card,1,44.5
10bc94fc052750e8053c44b8a0cdab8d,1,credit_card,7,372.75
a3cbfbf2c6364b1c16f1c0ce8f6fd306,1,boleto,1,83.93
0b020adf769218b4661b301ce96c0ca3,1,voucher,1,29.34
d77f1a81387ccc7a918fed8c5fc8815c,1,credit_card,1,61.75
ecc72b676b14179b5bd30e446043c1d2,1,credit_card,4,46.85
bb39cd2f2f58e93ae10568be5cad1b58,1,credit_card,8,188.5
dc608454ac1f85d42db31f7d558afff6,1,credit_card,4,389.12
5c21b2e93c438ce5e3f2c7ee2776922e,1,credit_card,8,208.63
498081e5523106ea57b698fb881fb1c8,1,credit_card,1,107.07
29cb59b155735e49bf9d85d37f7ecd79,1,credit_card,2,77.75
5077287aeb4c2ee7662411de334235ab,1,credit_card,6,319.25
fbcb9c1c272d20d294b3d5cc25ccc417,1,boleto,1,67.93
8a1f37725eebf19474556726f014f72d,1,credit_card,1,31.74
7410535fe6a922518e4f862208c066bf,2,voucher,1,14.18
1fef84eb15d7b166c3e3008a8dd48ef1,1,credit_card,3,162.41
ba42f2a26f17be290cfc14c6f8b4e625,1,credit_card,3,45.05
adf684f287283640cb375a2e8ada8c82,1,credit_card,4,294.42
8b1a95230c9ecbd01c91b80ba1f99a32,1,credit_card,1,109.47
7b4cc813e327ec14c78f547a763f46b8,1,credit_card,3,399.35
07e74b39ce62a7c6f7063b3168748191,1,voucher,1,136.64
79057e5ff7b1867d1bad7094113196aa,1,credit_card,2,260.99
29182856a24c6eeb1d7b81ba1fe63190,6,voucher,1,6.55
47c001ba3d3d57aa11d52c45995d9e11,1,credit_card,2,73.15
df9a9799d18fea4a40cc802a44f7c400,1,credit_card,1,31.75
8092da256aefda13b330290d2ca86521,1,credit_card,1,105.26
282798d3d9e90c0c2c02697bdb07b839,1,credit_card,4,190.33
a86fc4e81f6a746ed3fe4495a242e3e4,1,credit_card,2,367.79
e57d9d7eca079892fe0aee2b0cf96311,1,credit_card,10,115.42
717903b4b996a7ae799b0c76b779fa0c,1,credit_card,2,43.29
cbf962ea0d3753eb77e28f576f636f71,1,credit_card,4,268.88
a84c6f3ee879e72955a3fcaa2dc55771,1,boleto,1,205.98
f3f12fc90564a9b036680a887cd64668,1,credit_card,3,144.94
db60e917f3e707779a0efd2b52354951,1,credit_card,10,224.14
e1a86e22da680449cba8e136ffa97f8a,1,credit_card,3,163.53
d1845227bab7e5c1f169cf2a98d742a1,1,credit_card,1,127.38
4e998f9a0a0748cc381ea01aa6de635b,1,credit_card,6,327.17
decd51240a83290835fb78029efd1f0a,1,credit_card,8,340.13
4f119798c24c4840ae9e70d952b75446,1,credit_card,3,1550.68
b6b7ebd3ab897684bb22eaf084f8f299,1,credit_card,1,60.85
90b22de691552b213f33c2a25c74c413,1,boleto,1,97.78
d6f83d3377bbf1697831ea355301fb87,2,voucher,1,113.18
084ac56b13107e32ab92934f70638bc9,1,credit_card,10,1271.98
43ad25e09be659b55ed165e2dd94f360,1,credit_card,2,159.83
728795566669c2f36ab5118fcde3af33,1,voucher,1,75.26
70c50ba283cdd637ec95a4c0b0821a7b,1,credit_card,5,92.57
e9e64a17afa9653aacf2616d94c005b8,1,boleto,1,144.56
a5c654c2a0126153f98af71a65a159de,1,boleto,1,115.72
d73ddd98199cde252b1c0ee783374da9,1,credit_card,2,60.19
d1b60751a74a563a60ea5a1ab1ac6969,1,credit_card,2,84.14
393c4be3908441526fd75379ec8a6fdf,1,credit_card,1,102.03
80d2f4b0e0fb1b8385d270a2d585a1e4,1,credit_card,4,298.6
ff3753fe031ab5314a80e05249ecc275,1,credit_card,10,154.3
6299705212aa08256a85fb33aecfa7ac,1,credit_card,8,168.36
bdce854b86e3fe8851225cb4d17f0776,1,credit_card,1,18.94
a8011c5b1b6536063a53c05cabf56bb0,1,credit_card,1,31.77
8fad1f3654133d30218cd4b6fae827ee,1,credit_card,2,73.34
6e0261934103e060a0bed9e878373374,1,credit_card,2,61.51
80f206a25c4f2cfb8f12febcb3c3baba,1,credit_card,2,114.85
f46e4c3b10d88caacf23b8ee4d674d7e,1,credit_card,1,50.35
ece3ab91bd67ba73563dd0468fc3bde2,1,credit_card,2,244.27
444a79f029a4c3fb4a713ef828f6800d,1,boleto,1,78.29
91394832e2cfea6fd2da6fe1b72df4c9,1,credit_card,6,82.55
3584d2b8b46935e835424180bcc17702,1,debit_card,1,68.0
02de39953ce1cf1f7c6d46aac400ee82,1,debit_card,1,87.58
d4c04d37c42b6f03e9a2072bad331bbc,1,credit_card,6,235.57
0ba2b0331265d38d1c6670ed6c749732,1,credit_card,3,218.11
17f1a38cf243632b938f18aa6b80928a,1,credit_card,1,36.69
1f11f0ab2b0ec59d0ec45f7f810a04f8,1,voucher,1,27.19
64d68170391ac401d5ff137d9d7775d0,1,boleto,1,82.9
02a98752595ee9d94c570ad3e18055b4,1,credit_card,2,80.4
686c017e3f991d5b96cc80cfb89d7d4f,1,credit_card,5,51.64
281f470497aa1a0af6a1d6024b3eba93,1,credit_card,8,225.23
6d17df1418ac08da686036d2a0359f5d,1,boleto,1,85.6
8c49dc4a643a15ef1db44391d2034366,1,credit_card,1,50.24
5a65cedc025f607cbdb4c5219f648ae3,3,voucher,1,12.84
ec9438263957e65a13f13af7e283b7af,1,credit_card,9,263.15
a9c74f167b0d8af61d6487fc21934f7e,1,boleto,1,246.23
cb2acc8f1def3d443b4716cdc8188102,1,credit_card,1,35.69
cd3e9759dc483946db2133168746fddf,1,credit_card,2,185.57
323b3a9ecc47294402658286cce4f37f,1,credit_card,2,32.23
062bddc5be851fec2b59598cc33498cd,1,credit_card,10,1549.41
20cae0a28869a4321d8fe372731f80e0,1,credit_card,1,85.8
eb5158d41f671648c1c954d8330b2f8f,1,boleto,1,166.71
2a2169e99fd0582e2322bce30ab5207b,1,credit_card,1,34.88
ba75b10a16e530cca75088408909b325,1,credit_card,2,104.21
c5d1a6481a4fb3684588a2c7fc970918,1,credit_card,5,148.2
fe47e32d0b287864d6165d74e35dbb24,1,credit_card,4,216.07
85d1f27ce2b79aafb89810ff41fc3e72,2,voucher,1,162.07
a4efbda58af31645539bafc75617196a,1,credit_card,3,92.57
8067c5e4834f3c0a3c8a4e921d65c5b1,1,credit_card,1,180.62
8b4bddf7147c2e258a07697c3db41203,1,credit_card,5,478.37
9e5fd9b33580d845c54855ee2e3965b0,1,credit_card,7,158.71
1d84d00f6d2334d63f35ba528cd0d99d,1,boleto,1,63.74
46919c41f3e2b0e06e6fe85383250e9a,1,credit_card,1,50.45
58790471f208e8351044c81d0b3e51b0,1,credit_card,1,164.79
d2ee62caaa93703fb0562d3bd6f74dcd,1,credit_card,4,109.16
6e116aaaf479cdcaa8a1262489a07086,2,voucher,1,14.05
14fdbdfb8a3c7657649abbc004c434c5,1,boleto,1,103.55
04c3465b312fdf85de8e4cf4dc186600,1,credit_card,2,22.2
275116adf4704cb53a1108b906bd2434,1,voucher,1,105.63
90ee67e34c9289cc136a3677fc118253,1,credit_card,1,74.59
b0200f320613faea21c999a90efa28ab,1,credit_card,1,69.93
8bfcb216f3d8db5340f681b06b710f37,1,credit_card,3,74.69
1806fe61d0bb55b8c6b9ea3fd2da7c0c,1,credit_card,8,371.28
bfa2d90f225e338dc4f848b58789a3e5,1,credit_card,3,38.09
3619a073d29c01c4cfb83078a695f13e,1,boleto,1,67.3
131bcb82ecd96d251fa7eb8bb1f1baca,1,credit_card,1,375.25
79ae0e4182dcaddaa21ac3038aa4e5d9,1,credit_card,8,1042.51
e670e635e13b902d8de6bdb5026d9a88,1,boleto,1,60.0
f738b7f44b5be61ae982e3ea9c87289f,1,credit_card,1,88.08
3e9933bf292ae1d5b09f1fed31163522,1,credit_card,4,147.25
d8460f226ff46cc80847aa244ac3d478,1,boleto,1,148.88
02dbd29bc7a490d582762fae9f0fd997,1,credit_card,1,19.95
909848fc22bea821de7a92b2dc614338,1,credit_card,1,99.9
17c6fca3637ae29093221f080840ff9e,1,credit_card,4,196.92
3bb17a1322700272d8886d9d5e174bd8,1,credit_card,3,510.72
315f7759c3f6557f50e47798ccd673a3,2,voucher,1,9.23
57a05984170fbb84344898547914f22c,1,credit_card,8,106.31
588c0e3b460d83b9cd8a270edc0f4da0,1,boleto,1,204.2
9d54b7013ee149b8457d484c63fc02ce,1,boleto,1,67.5
caa157284ffa71411abb3f7b94102de5,1,credit_card,4,75.65
9e7147a6ff3d5299da2672e1c64c9c49,1,credit_card,6,87.44
90176c61fcf0cfd97a3e373c0375ec49,1,credit_card,10,177.24
95238556fec6ef59d8ed25b4379008bb,1,credit_card,1,647.54
eac51ba7a8bd2abf757e03c95fba700e,1,credit_card,10,121.46
0814daa4d12a646aeb73c429d5852f4d,2,voucher,1,47.05
0f2f7e210f5079ed1f797cb4aed6dfbc,1,credit_card,1,212.52
9e96e482f747d3cb997cff90397a37d3,1,credit_card,5,56.78
e19a8635d806af6ae2d20b3de998b0c8,1,credit_card,1,120.08
e40632c1a86bf79342051a1ed16149c3,1,credit_card,1,27.23
dcb51dcb7db5cd9a3d44ebf6002bc080,1,boleto,1,69.4
7fa9efca67559f2f13c0656e55967397,1,credit_card,5,55.24
7b1fa4766801ccecaa2fc8dba3afc30d,1,credit_card,1,37.59
6b4fe75bdf8d4a467678bc8f2132c06a,1,credit_card,3,183.73
c82a457d646f77c8f151e12a3e517ed2,1,credit_card,3,145.0
d5af6d41c141d7f5e36c08e509167d01,1,credit_card,5,82.98
0f286dcb49da58061b9ae488027e4033,2,voucher,1,50.0
5ab5ab13fd02495f204ffe2724aecf49,1,credit_card,4,47.68
8549f693ac0aefd770eee2cdd7e18e08,1,credit_card,4,43.09
55090b3dd39aed5a2019b57cce6b174d,1,boleto,1,125.09
3cc8411a4e4c202d794d444154b17835,1,voucher,1,21.15
f3c7f31502a61f206c30c674a4ada401,1,credit_card,2,233.04
5b4b69da34150b8394c7788bf2e9f99f,1,credit_card,1,79.61
3c224717f735680c865cdb827b6c81bd,1,credit_card,1,48.68
9c9e615a6b717a5c6fd398ef41422f14,1,boleto,1,53.9
9903b2c5405f73a9370435b3848f8d4c,1,credit_card,1,125.42
e6baf197cf97695698df42588f7c0d05,1,boleto,1,36.88
ea9a48e8b350731ae78378381394a086,1,credit_card,6,271.24
121359da115bccea4657956562bb3266,1,credit_card,4,111.02
5bc488a3de801a774218a89c00b5db30,1,boleto,1,86.58
7ffeebb0c29e0949512e4346b8b6e172,1,credit_card,1,94.55
8490980aaf59839a601c4184474b9220,1,boleto,1,160.57
1d0cb4b170fe0f5f20475c4ec3ec4f06,1,credit_card,4,58.59
b948b354fbf88e12e43fc0877623eef9,1,debit_card,1,244.22
f6ea3aa314ff40e6c72815ead97e2195,1,credit_card,1,95.31
1a03b911ffc649fb8177ea3ca4f27f2c,1,boleto,1,56.81
6e341e7f154e744143c5fc3e937bfda4,1,credit_card,2,39.05
7fe55ddc45e39704cbd15147aba7b23f,1,credit_card,2,27.99
4517d10652306c01990d40b0d6f76511,1,credit_card,2,211.91
bb9e3fdfc33f7fe56fd38f6adacf760f,1,credit_card,1,648.03
34a254b2668083c77b9158c151571877,1,credit_card,1,34.09
e6bcb00ca5426e9d00b50f8eeee367c7,1,credit_card,4,114.44
3d5c1837eaa26ca8ccb6eb3eb6a6ee6b,1,credit_card,1,35.0
7ac7aa6251f124754c968e2a83346b96,1,boleto,1,114.48
c8023e0c57ff641ff4ddedebd343128b,1,credit_card,2,163.24
fd85717bc49c767347b7b46317392d7d,1,credit_card,1,35.71
24299ef78eb1c1ba5e7288e3b1a90c85,1,credit_card,4,153.16
dd71d407875ef4dd2c29c8eabd2bc56e,1,credit_card,1,107.78
b8585b755e4a6d296c78133909d74022,1,credit_card,1,36.75
0f286dcb49da58061b9ae488027e4033,1,credit_card,1,7.68
4a7bd485a7782360556161a38c725e5b,1,boleto,1,50.13
c1aee3898c27b4b86706a7a0259efd19,1,boleto,1,395.79
f5e8dd6f3cfc89bc152991875437aaa2,1,credit_card,6,61.18
4b23422a153d74fd8d5b29e7fd978a4e,1,credit_card,1,65.63
048f3e9b77a965f84a501a7f29076128,1,credit_card,10,454.48
1809db5bed27550212ca3903b72bc175,1,credit_card,5,167.19
4b42a606687e048a7a33669b84bf8690,1,credit_card,3,145.18
51c064ec2d79d398b30db3f8e1de8ec8,1,boleto,1,38.63
1065903aa19adc7f920d47f2bcd0a5fe,1,credit_card,4,52.57
b82ba1f1f32eec47bc90651a5bb6dbbe,1,credit_card,1,27.77
c0ad22fb83f1019e8abbdf1d38ffe6aa,3,voucher,1,51.17
784d141a794f0e73cc3c9ed3b6efa3ec,1,credit_card,2,148.32
40c85c3c87215ae5945521e74ef0cfca,1,credit_card,1,40.1
09722e140e3e1e92b67fd75e2b14b6fb,1,credit_card,3,501.72
a739570c1cd11112aa1fc229a15155ac,1,credit_card,10,204.24
5433a0ef395e151f154279cd3fcde661,1,credit_card,6,158.45
1d1cd1be4eb8ccedea997348b859065d,1,credit_card,1,1427.04
414643c3ed26cd6d93ac777a102a3ac0,2,voucher,1,1.8
7142b298b22a79a285d2ce792dc533a2,1,credit_card,8,621.21
2259c28617dcf9c2ed34e78bb3dfb562,1,credit_card,5,71.35
b6776d519223f71fa9fdb62a7b79e5b8,1,boleto,1,213.44
95a46ee84acaaabcaa312cd198120bc3,1,credit_card,1,98.85
ec13b401afa92c73e534aa28d83e4ec0,1,credit_card,4,105.28
7b5dc68850daf14f7b74396f30647f6e,1,credit_card,2,49.7
f939e2a89376e44158657a15465cacce,1,boleto,1,308.61
78018da6cd678e170c59e759cfb4d754,1,credit_card,2,48.7
11120c214b9f50a8c39dbeec8685db6b,1,credit_card,1,220.85
cd4a39bf33083486dd4d1eaa70907ce8,1,credit_card,10,233.62
bd23f37e365507db2b5b5b624b413315,1,credit_card,10,104.7
54bb06e1ca86bd99ee2a8d6288bf4ede,1,credit_card,1,90.23
16979f290362d23a71acd4371ff49295,1,credit_card,2,72.66
a91719c33cb682b0e23e021e99e98c94,1,credit_card,3,75.16
d7108e3ddf254c6b56ec41b3a4e0567e,1,credit_card,1,226.55
b8fbd8a0c07410289ec91234a8ad69c9,1,credit_card,1,31.32
b26aeba3d93317ee71f2902c276eb992,1,credit_card,3,84.12
e0eaf809859a6844fa893ae9c9af2ddc,1,credit_card,1,190.37
a6170e3ff851a854fb8e7240ca7bf02a,1,boleto,1,67.5
9764b03686753eaa7ea549fa0b805f75,1,voucher,1,106.87
c6d26341bec0769b3ccfa232c63b3675,1,boleto,1,737.85
3163a067949a10a752bec5cca69511b2,1,credit_card,2,352.97
