customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
0266506e68e7eac1c7f726da057c28a9,3341514b8049f4a268e4188fb0211d34,3127,sao paulo,SP
2299bcdc88bf79c9062fbd443899ae0e,f5479eed84b3486132141fe08c598b95,3124,sao paulo,SP
60582a6628af83a283474d8c94e3ff7a,e106b0bf1efc2352bda60eaeced76675,33600,pedro leopoldo,MG
0e8f3042296ebd7f20095ce2fe09945f,c374dc8c48a3edc15dc8bcd4aaeb67be,62850,cascavel,CE
61fad79bfe55baa042c5fe91d8aa337f,01ca0680cddb7f4c71e3235f08cd16a2,6311,carapicuiba,SP
cf013fcd49b67549a3f482afb2a533ac,4350cf84c81dc8d0fed2aaf06c683d9a,8720,mogi das cruzes,SP
03bbe0ce5c28e05f22917607db798818,8f3dca4306d5a89e4ae2c65c110603a2,72465,brasilia,DF
eb71557f1184513989581773d1afc0d5,9caf7fce45f197ace0ef67476d5f0b94,4761,sao paulo,SP
56a4d10644e5aa0b23861f9e90f37a8d,7d0983269f825d3112e5a64364b1258a,69303,boa vista,RR
62943fca2aa3e99b0f51ad01550e9cfd,031f055c013d9b147263937cc2d5b6a2,17601,tupa,SP
dcbedfb087496e64857829044630a2b2,1f730c825bb084addd4914f9c2390f35,97700,santiago,RS
939f659b74bb69ce5a0a7c3b3e351a28,edf55e0391148600e839275491f147e5,44053,feira de santana,BA
96f6f0d6c407d78a7b0df5999939c03b,48c239b2821e4f65ef32ff7ecd4ed37b,8763,mogi das cruzes,SP
364f824c824823a6e6dcfce11fa7cad0,a21a8c17fb2d281bb4890748efc12200,32210,contagem,MG
d184b0e1de2da0c29cca0de3bb29781e,1be0b0b172e10ad52bef0d454965c053,21320,rio de janeiro,RJ
d076efdb7799c038d147359520222208,084b52bfe7638733e0c99f8139ea3924,4615,sao paulo,SP
f37e018586ddc359d2f1ad32f64ff8aa,5538f4cb054b71b5525a019a47019aa0,28735,quissama,RJ
4c48be8f6a938ef775ba2c4b4ecb64e1,390ab7d275c35f0bfb2be964ff5ffbe4,16800,mirandopolis,SP
12b71efa350b860b4bd987771b9c6b4e,67ecbf1f06c3a1649d5d6c5e15ea1a8a,80050,curitiba,PR
b58dcebd1080a35715998c1c6b9f4d81,99da196553d9b67b1c762a712a8caaf6,42850,dias d'avila,BA
bb88b693c753625fac6cbb7cf28caeac,a012820fbbced38a03331716e231e0ba,27521,resende,RJ
88a98577c0d60c958eaaab2bf1e57f2b,5f906880e2ce13b655bd34d324a48ea9,11930,pariquera-acu,SP
e8a2dab1e442d28c1fe38085954fd5ee,43fcee98a4442ab2f299df637f8e2413,66093,belem,PA
1e0672cd29c269baa883be37f80b14b8,6d9ccbd8cc7ce34491c34c7ce5d03767,83060,sao jose dos pinhais,PR
b29bd54e3f696b788f8473826a68be4e,fab027a1984a0733038af650d749ac7a,8505,ferraz de vasconcelos,SP
a32e9c8f717ff0098cb8f36ac6ba6362,225f33b719e0dffa058cf6485e08fecc,1415,sao paulo,SP
51bd8255edf8ca47a3a6b18bb24f92c5,b5e391181709e5196275b01b8e6e9d73,35290,mantena,MG
ecdb04ab71b746dfc341eba4f70fe64f,27891f64aa89e1e7a933b2862b583ee4,11750,peruibe,SP
70bbc573466c79e7052d08317e650d97,42669722f592114360451dba9cfb6f49,51020,recife,PE
1bdd205d009b2007a11f32e6e23dafd1,b5553bcd30cc28e403933b0295b9f245,5267,sao paulo,SP
2aa73498fc6fe0afcdc0804f3080ac72,546ed56ed469aa89580be8bb1b51a6fc,1123,sao paulo,SP
d89097ac519be9716e4b08482653d387,0585e62fb157dcf017fb8be5d6569d51,13466,americana,SP
0949cf9ee34504ff762ed1d80b2bca60,c4ad2cc1cab80dd3e916573b773cdfcc,13238,campo limpo paulista,SP
1cf11582fcfc4e9b387dbcf13697a623,4e7d084161eec682220d0adeec4eec8f,80740,curitiba,PR
d3a765b74c54ad8773ea5c0e25f2ffdc,8912b89ef23a547c94ffc09574c01357,98910,tres de maio,RS
d8abb787789981db1a4fadceb55a7e35,54b50d481e0c0501204f7d42446f73da,89500,cacador,SC
fa3cfaab1954c94fa7e728c5f3aba9ce,6cc49dacefbda29910f00542b05a0031,68628,paragominas,PA
08a761b27ad72e5fa65e351ca23bb2f5,620b267bdbb662197c42079245841d2a,13013,campinas,SP
0a05250f6702d7949e237fa591546429,8d692a436fa634e911ebb1e69bb0f481,57601,palmeira dos indios,AL
74bafbdf42aa593dae40b106baaf020a,f5956e481edfe26b2a8a8035f0ccfea8,21810,rio de janeiro,RJ
6ab98db5b69a208cc166997a3fa31c45,83e8281db92841314f911511c67f6e20,64230,buriti dos lopes,PI
24fc6ae10363187c6761d4f8ad137cf7,f6139ab3e9e9100d5210dc8467c38663,46220,rio do antonio,BA
671d695d18f4e956cb2cf8676da962d1,a50c1032c3f5635519c65a8cc84c6171,25036,duque de caxias,RJ
85eb23c7cef0b97eda81a956c3f748c7,e855df677dcf0d237ed583793afd7988,51011,recife,PE
caed95700dcb091eeaac59a97fe0cb17,587d22544f4d6f17b39a30723a53a305,8557,poa,SP
b9cc7bff1ac00970ba1247f36be4879d,62de6068da9506dca753598fcfbdcd16,20020,rio de janeiro,RJ
7fa5b19815a0b5e211dcf4d287f60e14,c849085aa9f5d4af92baaa56a112d686,3648,sao paulo,SP
6419daa620ebb5a4d4f273524c190bfb,b9137cac4c1f714b3cfe949ba5d2f395,29285,piuma,ES
6a22352981a6c0bf8ff901686137d1d2,c8879b82433186c4f4a94344384c840f,17012,bauru,SP
c85b57d305ecdc88bcafb087e60a658c,57b1f68c8d93b167ff6606951edccfeb,91150,porto alegre,RS
bab736fca197c16d48f8720536c8024d,83c76475c52e94b39f6240b68ffec54a,37750,machado,MG
76167f0b00919fe51c644d2fff3de124,f52a8a57228f8fc586dc65983d39904b,88047,florianopolis,SC
d101df6a75bb39768e2dab7ce5dc125f,a10fe3c477989c968aa284bd448b1d5b,18520,cerquilho,SP
57125f5e79965d52dfa4302dba5d869f,9a376ff06ccaae65a04b1b1c5535fc75,27110,barra do pirai,RJ
3c99507a4adc8abe0200938654a09c68,8faaed9a13b8c78f9e4a589fecc2748c,84172,castro,PR
3e97e4616acb3774ea13062109392ecb,96d97637a814355ed5e0913942533b21,24230,niteroi,RJ
0b65a4d0707c6168a14491999220a2bc,d8e902319a9ed628de1ed00785b9e09f,35701,sete lagoas,MG
64e07158c9d5745739e99b22c29b03b1,2329e176e6fa26919d55839e0421906f,89400,porto uniao,SC
a3cce16d1def5991f7314b717b373ab4,2e61a8d70f5bd8fa8dd742ed198aceaa,4742,sao paulo,SP
4fea6b3a96c9c399aef5540b38c7025b,f5add44bf786bd861fd6108d400cbaa5,4134,sao paulo,SP
7cdfbe7202481c56a694a46f536baffb,cb5d14426ba66f929f72e01bb92fc3cf,12908,braganca paulista,SP
68558f6d0ef5eab2937df0f37b0ecaf8,456f6d64ecda1b968375d3a68eabfb5c,6826,embu das artes,SP
4c6ee863183b6981c871a3e8b75bce29,2f7597687aeb6a542aa308ee8618fc72,65306,santa ines,MA
8f5669832169fa27323c99f919d7f4a2,7188cc3b360062622e43e67f4baf8132,23520,rio de janeiro,RJ
fce5e90c12f6f040a4a77008ebeca230,2a6ef69674d6f28002c72b8d123b3a27,13033,campinas,SP
be188afbecaf3cabfe042bf53dfa2e19,56e3a984ef5040797608df8afcba3d75,12247,sao jose dos campos,SP
8577c691ca9cc57be377d20076a58e29,b05dc8ebf6b00bda6748a2ed4a5fbcac,29090,vitoria,ES
8baeca32aac79a831b81f1f8af9fd6d8,59cd6345c0d1920b6a42f672173a78fd,13950,lindoia,SP
92a7ae95009e9a6aaa9b15b9d2695049,a3cc13aa0023dd6db1e83860494a1444,5081,sao paulo,SP
8c9648b0693e8e5dd9dc3acca916d709,1a2c61fcce8ae0801da7992694d54c69,23575,rio de janeiro,RJ
70adc37c97e196449a2b5dd84465c4b3,2f4caaa523ad6f3d695a5e698263cd05,60873,fortaleza,CE
bca5625f843661186a352a2c160843ee,9bd3091ad5fac62f6389eacf9af4c571,6711,cotia,SP
3b34eb193a790f18c1952eca8a964987,afc8f3a11a809a74e5eef0bda1de6b9c,78050,cuiaba,MT
f6a59386e50dcff8b77c3f1e99c218a7,5e9873081c002c291623b4f23d8f5ad3,8840,mogi das cruzes,SP
30956f750c3184a07f887007009d003d,7b06939062a079425ad83f54c98eec7e,86938,godoy moreira,PR
f4d98068179c2289cd5f050f0ac67644,310647380793836bfa5b7b6b3f518423,14095,ribeirao preto,SP
383c957ec162c9147f9aab26161af5c6,38e9ba7e543c33ae95a697ed2566dc00,22790,rio de janeiro,RJ
31bb23e87b9ced322c87a42677a4723a,8de0e7de3b9206260785e2801ad4174c,13348,indaiatuba,SP
33aa91edcf7c42a51f4c56d15586bfde,cb36d0f12c99d07935b706269045f613,96200,rio grande,RS
3aa2c129bd23bcce61a0683c4460860b,4a858d3e945b66b74a3b87cd245338a8,37757,poco fundo,MG
d58d04003ac810adac58890472e3a443,788313d21c3507fe890921f6e17aa679,11070,santos,SP
b698ea7fde13101fa5b6fb1382b4e112,6f36e0165218ac7ae521d8e44739e703,3162,sao paulo,SP
17be06cc0afabcda984a489259f61d42,62a90409f4c921a01d4422c4f79a0543,71660,brasilia,DF
057adf4557a4a3544a67ea4221b891c0,ff423b634e7bbec16b9f1466f126eb18,9170,santo andre,SP
89ed9f545e7adb16e072d52358423f8c,017fe3adcd1989f1ea8bac1848bd1b94,18703,avare,SP
f6cc975f9ed5f7d6d78d5f8ac711a7ac,8cfecfbbdad82f1281686a54caf46dbb,37170,boa esperanca,MG
46e69377adf8857c9ce9c568ba073b06,04120e49b42d9188cee40d96521d9893,12286,cacapava,SP
9d823bbc66d309224a2fc79014782e0d,6d54f758264b43d6ce8d84c33fbd73c1,7240,guarulhos,SP
ec12b9273efd993bc45b74cf9765571c,3f00e82898c6f4746ce5c78d9e29c7ce,78593,nova monte verde,MT
fc0d9a9e8bf3d86e4162d3d417653265,19db446f263e6eba7f12d4d80ce5d308,97015,santa maria,RS
a3bbbce815da0de197a60a066006ad75,2f87ccd8d2d676d667a844ee5c6a17bd,95112,caxias do sul,RS
451ac6258b909f1026bacd12f5a58e47,d8aa989e502c162456da4c7da11d7bc9,6763,taboao da serra,SP
e9155190b15b9ba34f65a95131cbc7b6,64af76ab0a3c046821554e75bb5420a3,85200,pitanga,PR
814dfd64a142fe2564faef3932b676b9,d647bd6f2997e98e04f7d84da752b873,28655,monnerat,RJ
4df72ed5240f354774615dbdecdf3d30,274ba0b2bd0c833acb3646ddb36b1a03,3976,sao paulo,SP
f81bed8a63f637b20ff67dccd843c2a5,a9088d439d83c94aef38ee4846e31559,23530,rio de janeiro,RJ
5a354ceb0ee403f36eead5e33253730e,253d899ff7a011b26c16ac66cdca07de,8253,sao paulo,SP
c1668d67ed2fc31300b5c2e60a709111,33909b7a3aadac8943ee99a62745f3ee,4718,sao paulo,SP
0df0cc2d605e76a1560ce617738b096d,ebd0921d9c892003ae0ab54fae01b81e,34800,caete,MG
11ead7c657fc4f2412db1babe52d1619,6144b9dbdc89758b47e87e2e73f4db09,71691,brasilia,DF
accdad8ab1a62db957ffcefa272667a0,339f4ca769f8240ea30f88c25c5c5f11,40150,salvador,BA
febea3481938a4b17570c46cb188996b,d57c6929dd227056a9961cccc9b55b66,96495,candiota,RS
ec7067023c9bf1a4a44aea980e45bb21,85e2d284523511fe8f6cd5488ac07751,38401,uberlandia,MG
b75740288b209973aa736f4dd1b65502,5b19b3434d9c9e51703f9b53abe7d0f6,39113,desembargador otoni,MG
08d6e9303045f757cdedb89fd0002e4e,0abee71cd257861a0944e2a81cea4a50,28030,campos dos goytacazes,RJ
c333f1bb63dcb3a4c67408e7337e30c8,8f0eb363ad943a36b7091034f29b508e,3001,sao paulo,SP
298aeb3893e2ab07eae2950da9635e0f,7eafe82893dd532dfca83b213e98981b,22251,rio de janeiro,RJ
7859b226e8b99e2263fae3c8fef443b2,f2bfa88061180ef63be4520ed4566e29,35501,divinopolis,MG
8cca079a61c78c1cc7a1a9ef4a6121e5,09f890c3ae1626f1044e52e1c8d3707a,8505,ferraz de vasconcelos,SP
55c8cfd7006148e9b649504def2a2f81,6d5fb2675f2ec46c06cc8c79aff628bd,14120,dumont,SP
67372e0bce729cebb559886b6c4d9e2e,c9fff85f2617b8e1a78142aa11ee962f,16057,aracatuba,SP
62beebea8629d73ab3ca95c23ed239ae,aaf19344c14447167191cdd3d7530acb,33400,lagoa santa,MG
2fac2e14733a2deb5e7b5973ff95b115,070faa17ae87e63c0cf50efe8287e913,17980,panorama,SP
dbf97c157f82439aa4e22e65e10ae811,612db24bd7ec741c98823a46c73aba21,55540,palmares,PE
dbc9cbb74d25c5c2c1457fbd64f0ba57,4434aab9872e6d0e500523f6a85829e9,90420,porto alegre,RS
b829fddbce42cead675773ee8daaa179,d27826efcf22fc60cbd98d7558e0c723,85605,francisco beltrao,PR
febfcda160c15b084868e19aae69d8ba,3364a8146335df8b90c5b67295ecbb78,6709,cotia,SP
94c77712fe3ec92d0d952eae35dacd98,4736edc381da3d6dc96db9e901e3c4cf,13213,jundiai,SP
060a46f3e1097e08371f2c8c7064156c,3d8a51057b28b7b5172c8bc46cb6a7f5,87030,maringa,PR
90006c9239e7ad344dfc506766bd4a9d,b0393dd04c5516902c42d133f56fcee2,14708,bebedouro,SP
fc849c5fbc7e2b0c7cfebc138886c693,5bbc03d010ac4dbcfdfa2018349c8f6e,28148,tocos,RJ
30e82497ccfbf893c3e6561e784ba613,c47eb0052de2c7c5cb0b55f5f7b86b75,12460,campos do jordao,SP
4410b688abf3a740eb252990826a8947,7331d360e97a82b65299db5272c3538f,22785,rio de janeiro,RJ
e50eee0362b772dcc8995721bb637d5b,10f491b45dd28d61468b8293b65c9bd8,21321,rio de janeiro,RJ
cebb8a4ff4704077050296f186150b25,8d4921fbbee3fc7c3e684753390488be,60841,fortaleza,CE
ba1249c05a651c21b3e6a99caaad9525,4e9fed16983d17a7db116c9215ad25c0,68440,abaetetuba,PA
4019c8a62bc1d577f20482e60b3f8250,c339119ffacb794045508dd579fe8a8e,13733,mococa,SP
d241d89dc876ac8450f20fa9824eb416,fae50349197fd922f4487e4000e2112c,11740,itanhaem,SP
009bd844996868ab5166ade7dd9ab471,63df52c362d4b7183bb6a463452a8183,13076,campinas,SP
5a071d05721e981ccc98f78ca852502b,f08a6fc13e8f943fe12a891e58d232d3,45580,ibirataia,BA
950dec801b6408c5679e84c382863481,b3c45ba56e29a396943783b4a80785fc,13212,jundiai,SP
440a07d7b5fcb27062f1413082ad8a6e,4bf966fa89fe05fa837cbf82f8d4ad62,15400,olimpia,SP
e4a1289920c7a33574e0433abd5b90d7,24cd37bf2e8fad096bc0b807541311db,90480,porto alegre,RS
5ce95c9b45fe22b1f217f8fd928ac456,686bcb9625a425bec2ff7d8eba79c245,3717,sao paulo,SP
8098f5c7290a32e67f211defcc47528c,6b7aef98835928c0e5483ff155dfbe59,1415,sao paulo,SP
f665e06d0376b22d2ac11e29e369d6b1,ab93b5411d105681f97717263e92d917,50780,recife,PE
ab9109b6e190b6d2be9aa46d082fe5af,d8a89dc47bde7dc0b83a3434cc017ee1,59215,nova cruz,RN
b951f4aa14bd8cdbdaa9fe4bcc4f4750,faa974309c7940a1af06759bf618fdae,88508,lages,SC
0db6ca6d0557c5b2358816e1ed450384,8746f1ba2e19bcf8bc03a946a0923d78,83511,almirante tamandare,PR
53e8ebe090be91e51e6dbb3f0d191ba5,cbebce165db72a2bfba9e81a3411bdf7,1321,sao paulo,SP
94ee745f9c7998656cac472cd79c38f2,4ecdcc06343fcc71cbd3d0905e74a45b,89809,chapeco,SC
e78e95c694dc4c2aae6e6975bb58bd48,b7cc980888147c189d96a40756971585,6900,embu-guacu,SP
f0e5ba2801f71fcacc64a4d6b197a2dd,c18dd5e3fc4a3d84f506d34d154e8f9e,42700,lauro de freitas,BA
d21616a7f6c6949c83026ea92b5f8503,a29ca82b322c504d2b21d483b91fefdb,95700,bento goncalves,RS
91ff451a9340e83ea1e31d2e66fed0be,d90ad03504248c1240903d114ac9fc16,74823,goiania,GO
05c4fd1bc109e6a9fac6865351e626f8,0b4d8b4f642b4d75f17d530a7a4bdf5c,8253,sao paulo,SP
54abf020696cac4caf9175f3b5530ed0,60342c33a39a2e43be81ad79ab92fde9,57014,maceio,AL
e2b04b6f3c6db2cc2233107af21b8b7b,e664e17fa897fc345bb97661a57a910b,35500,divinopolis,MG
c4fb92b97f427f554cd03632d9f81387,979f3bf020fee365ea741df1468b620e,81550,curitiba,PR
2dff57eef8db58c68868884a7ee65188,4cb73f4f07d69f81e93a4345923ee3b7,15895,cedral,SP
db1383e3c3c58475adf2651e6cfa58f7,24a366843796b68f1fc06adc4bc28b06,38550,coromandel,MG
49b712be39af04ef4a73cdcb83cf3ac8,0c9abfaffa0ae7587cebfdf0d680e3b7,95900,lajeado,RS
b70bb1d21f3f4ee22748b82dde72b63f,169815e2d8cebf3bb29c380415e03403,13178,sumare,SP
9361e922e3dfb157d65ed5bd5f4d2774,a3fbc36cf6e1f33fbe6d8b11238fba1b,4003,sao paulo,SP
64b522c8d8d1f7acce0f99ab0bc4309e,6d9340cff66614691b64758da5a28d53,24717,sao goncalo,RJ
66efaafadbb076805d213efd26ae7faa,2e7c9e1f1d86b290483b5493046f22d7,3080,sao paulo,SP
7663f2fefb813c164a83a2cf5b653e6b,89db8efa4b0ed567946d2bacb24c5cf4,28040,campos dos goytacazes,RJ
f6e6c22f0f45f1e57d6eb674bc6fdb3b,1704f51ec0dd1a546d6d9333d80737b7,36025,juiz de fora,MG
f510b8376e50c3541d4f8b0276014635,85a310508f84217a21efdb16eb7ff5fe,71050,brasilia,DF
a72e3f9ee84689eb9473a5be145d8c94,2f3456e43b33068795c95cab77201cb0,17670,quintana,SP
8ebb5bcb13deec1375db0fc1bea402fb,f0bc14cc2b1c0f7f28e790bd4d016a7d,11025,santos,SP
eb133f781391608caf3443da896ade64,7bf6a12a0bbfad0a1ae0b1c9f5aae2d7,4641,sao paulo,SP
bab91c3c25a207c83b5c95392df95163,7d5c4bcaf5e9ce14f2ac132ed39b1bb2,5890,sao paulo,SP
9127563d037bc55fcab2dab414304436,6bae3d248c2fcb847d59a027b4c30c89,89560,videira,SC
094cafa0ff204c7f367f840ba94209a8,82e1a1e7c48fe142617f3cff6c5bfef3,35960,santa barbara,MG
b4aed612bc4bba43b16b3b8e6d707fa6,7fa8298b790b9bb78ffac3a59336d27b,5010,sao paulo,SP
